date,country,hs_code,commodity,critical,value_usd_m,flow
2021-09-01,China,8542,Electronic Integrated Circuits,True,7297.57,exports
2021-09-01,Mexico,8542,Electronic Integrated Circuits,True,120.87,exports
2021-09-01,Canada,8542,Electronic Integrated Circuits,True,316.86,exports
2021-09-01,Japan,8542,Electronic Integrated Circuits,True,185.93,exports
2021-09-01,Germany,8542,Electronic Integrated Circuits,True,39.0,exports
2021-09-01,South Korea,8542,Electronic Integrated Circuits,True,8292.28,exports
2021-09-01,Vietnam,8542,Electronic Integrated Circuits,True,206.87,exports
2021-09-01,India,8542,Electronic Integrated Circuits,True,134.58,exports
2021-09-01,Taiwan,8542,Electronic Integrated Circuits,True,1890.02,exports
2021-09-01,United Kingdom,8542,Electronic Integrated Circuits,True,88.82,exports
2021-09-01,Brazil,8542,Electronic Integrated Circuits,True,128.87,exports
2021-09-01,France,8542,Electronic Integrated Circuits,True,275.22,exports
2021-09-01,Italy,8542,Electronic Integrated Circuits,True,128.05,exports
2021-09-01,Netherlands,8542,Electronic Integrated Circuits,True,112.64,exports
2021-09-01,Thailand,8542,Electronic Integrated Circuits,True,154.56,exports
2021-09-01,Malaysia,8542,Electronic Integrated Circuits,True,2634.27,exports
2021-09-01,Singapore,8542,Electronic Integrated Circuits,True,179.49,exports
2021-09-01,Australia,8542,Electronic Integrated Circuits,True,30.33,exports
2021-09-01,Saudi Arabia,8542,Electronic Integrated Circuits,True,176.03,exports
2021-09-01,Switzerland,8542,Electronic Integrated Circuits,True,96.09,exports
2021-09-01,China,8703,Motor Cars & Vehicles,False,1882.35,exports
2021-09-01,Mexico,8703,Motor Cars & Vehicles,False,638.75,exports
2021-09-01,Canada,8703,Motor Cars & Vehicles,False,999.04,exports
2021-09-01,Japan,8703,Motor Cars & Vehicles,False,1541.09,exports
2021-09-01,Germany,8703,Motor Cars & Vehicles,False,380.81,exports
2021-09-01,South Korea,8703,Motor Cars & Vehicles,False,1317.35,exports
2021-09-01,Vietnam,8703,Motor Cars & Vehicles,False,789.18,exports
2021-09-01,India,8703,Motor Cars & Vehicles,False,1791.13,exports
2021-09-01,Taiwan,8703,Motor Cars & Vehicles,False,199.72,exports
2021-09-01,United Kingdom,8703,Motor Cars & Vehicles,False,527.92,exports
2021-09-01,Brazil,8703,Motor Cars & Vehicles,False,917.3,exports
2021-09-01,France,8703,Motor Cars & Vehicles,False,1532.67,exports
2021-09-01,Italy,8703,Motor Cars & Vehicles,False,1806.69,exports
2021-09-01,Netherlands,8703,Motor Cars & Vehicles,False,1487.16,exports
2021-09-01,Thailand,8703,Motor Cars & Vehicles,False,1181.87,exports
2021-09-01,Malaysia,8703,Motor Cars & Vehicles,False,253.33,exports
2021-09-01,Singapore,8703,Motor Cars & Vehicles,False,1496.46,exports
2021-09-01,Australia,8703,Motor Cars & Vehicles,False,283.23,exports
2021-09-01,Saudi Arabia,8703,Motor Cars & Vehicles,False,667.49,exports
2021-09-01,Switzerland,8703,Motor Cars & Vehicles,False,1610.97,exports
2021-09-01,China,2709,Crude Petroleum Oils,True,1259.95,exports
2021-09-01,Mexico,2709,Crude Petroleum Oils,True,724.84,exports
2021-09-01,Canada,2709,Crude Petroleum Oils,True,626.83,exports
2021-09-01,Japan,2709,Crude Petroleum Oils,True,947.22,exports
