date,country,hs_code,commodity,critical,value_usd_m,flow
2026-03-01,USMCA (NAFTA),8542,Electronic Integrated Circuits,True,1247.212872,exports
2026-03-01,EUROPEAN UNION,8542,Electronic Integrated Circuits,True,511.609451,exports
2026-03-01,PACIFIC RIM COUNTRIES,8542,Electronic Integrated Circuits,True,2718.364507,exports
2026-03-01,CAFTA-DR,8542,Electronic Integrated Circuits,True,15.018226,exports
2026-03-01,TWENTY LATIN AMERICAN REPUBLICS,8542,Electronic Integrated Circuits,True,1321.172314,exports
2026-03-01,OECD,8542,Electronic Integrated Circuits,True,2120.180676,exports
2026-03-01,NATO,8542,Electronic Integrated Circuits,True,462.92555,exports
2026-03-01,LAFTA,8542,Electronic Integrated Circuits,True,1306.09835,exports
2026-03-01,EURO AREA,8542,Electronic Integrated Circuits,True,333.790816,exports
2026-03-01,APEC,8542,Electronic Integrated Circuits,True,4231.431636,exports
2026-03-01,ASEAN,8542,Electronic Integrated Circuits,True,1173.506476,exports
2026-03-01,CACM,8542,Electronic Integrated Circuits,True,13.448409,exports
2026-03-01,CANADA,8542,Electronic Integrated Circuits,True,60.143764,exports
2026-03-01,NORTH AMERICA,8542,Electronic Integrated Circuits,True,1247.212872,exports
2026-03-01,MEXICO,8542,Electronic Integrated Circuits,True,1187.069108,exports
2026-03-01,GUATEMALA,8542,Electronic Integrated Circuits,True,1.348885,exports
2026-03-01,BELIZE,8542,Electronic Integrated Circuits,True,0.0354,exports
2026-03-01,EL SALVADOR,8542,Electronic Integrated Circuits,True,0.756035,exports
2026-03-01,HONDURAS,8542,Electronic Integrated Circuits,True,0.276653,exports
2026-03-01,NICARAGUA,8542,Electronic Integrated Circuits,True,0.037145,exports
2026-03-01,COSTA RICA,8542,Electronic Integrated Circuits,True,11.029691,exports
2026-03-01,PANAMA,8542,Electronic Integrated Circuits,True,0.026964,exports
2026-03-01,BERMUDA,8542,Electronic Integrated Circuits,True,0.012659,exports
2026-03-01,BAHAMAS,8542,Electronic Integrated Circuits,True,0.026167,exports
2026-03-01,JAMAICA,8542,Electronic Integrated Circuits,True,0.141687,exports
2026-03-01,TURKS AND CAICOS ISLANDS,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,CAYMAN ISLANDS,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,HAITI,8542,Electronic Integrated Circuits,True,0.028774,exports
2026-03-01,DOMINICAN REPUBLIC,8542,Electronic Integrated Circuits,True,1.569817,exports
2026-03-01,ANGUILLA,8542,Electronic Integrated Circuits,True,0.003622,exports
2026-03-01,GRENADA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,ST KITTS AND NEVIS,8542,Electronic Integrated Circuits,True,0.052788,exports
2026-03-01,ANTIGUA AND BARBUDA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,ST LUCIA,8542,Electronic Integrated Circuits,True,0.005572,exports
2026-03-01,BARBADOS,8542,Electronic Integrated Circuits,True,0.013162,exports
2026-03-01,TRINIDAD AND TOBAGO,8542,Electronic Integrated Circuits,True,0.019217,exports
2026-03-01,SINT MAARTEN,8542,Electronic Integrated Circuits,True,0.002695,exports
2026-03-01,CURACAO,8542,Electronic Integrated Circuits,True,0.028003,exports
2026-03-01,ARUBA,8542,Electronic Integrated Circuits,True,0.002622,exports
2026-03-01,GUADELOUPE,8542,Electronic Integrated Circuits,True,0.031141,exports
2026-03-01,MARTINIQUE,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,CENTRAL AMERICA,8542,Electronic Integrated Circuits,True,15.448699,exports
2026-03-01,COLOMBIA,8542,Electronic Integrated Circuits,True,1.361296,exports
2026-03-01,VENEZUELA,8542,Electronic Integrated Circuits,True,0.012534,exports
2026-03-01,GUYANA,8542,Electronic Integrated Circuits,True,0.117435,exports
2026-03-01,SURINAME,8542,Electronic Integrated Circuits,True,0.00448,exports
2026-03-01,FRENCH GUIANA,8542,Electronic Integrated Circuits,True,0.018928,exports
2026-03-01,ECUADOR,8542,Electronic Integrated Circuits,True,0.470457,exports
2026-03-01,PERU,8542,Electronic Integrated Circuits,True,3.375252,exports
2026-03-01,BOLIVIA,8542,Electronic Integrated Circuits,True,0.342876,exports
2026-03-01,CHILE,8542,Electronic Integrated Circuits,True,1.890856,exports
2026-03-01,BRAZIL,8542,Electronic Integrated Circuits,True,105.687179,exports
2026-03-01,PARAGUAY,8542,Electronic Integrated Circuits,True,0.877568,exports
2026-03-01,URUGUAY,8542,Electronic Integrated Circuits,True,0.558814,exports
2026-03-01,ARGENTINA,8542,Electronic Integrated Circuits,True,4.45241,exports
2026-03-01,SOUTH AMERICA,8542,Electronic Integrated Circuits,True,119.170085,exports
2026-03-01,ICELAND,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,SWEDEN,8542,Electronic Integrated Circuits,True,8.143799,exports
2026-03-01,NORWAY,8542,Electronic Integrated Circuits,True,1.218462,exports
2026-03-01,FINLAND,8542,Electronic Integrated Circuits,True,2.141817,exports
2026-03-01,DENMARK,8542,Electronic Integrated Circuits,True,2.966572,exports
2026-03-01,UNITED KINGDOM,8542,Electronic Integrated Circuits,True,60.437397,exports
2026-03-01,IRELAND,8542,Electronic Integrated Circuits,True,176.214724,exports
2026-03-01,NETHERLANDS,8542,Electronic Integrated Circuits,True,40.246422,exports
2026-03-01,BELGIUM,8542,Electronic Integrated Circuits,True,4.798396,exports
2026-03-01,LUXEMBOURG,8542,Electronic Integrated Circuits,True,0.118746,exports
2026-03-01,FRANCE,8542,Electronic Integrated Circuits,True,10.417626,exports
2026-03-01,GERMANY,8542,Electronic Integrated Circuits,True,64.590363,exports
2026-03-01,AUSTRIA,8542,Electronic Integrated Circuits,True,1.886468,exports
2026-03-01,CZECH REPUBLIC,8542,Electronic Integrated Circuits,True,34.255199,exports
2026-03-01,SLOVAKIA,8542,Electronic Integrated Circuits,True,0.862817,exports
2026-03-01,HUNGARY,8542,Electronic Integrated Circuits,True,71.547378,exports
2026-03-01,LIECHTENSTEIN,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,SWITZERLAND,8542,Electronic Integrated Circuits,True,3.967501,exports
2026-03-01,ESTONIA,8542,Electronic Integrated Circuits,True,0.261062,exports
2026-03-01,LATVIA,8542,Electronic Integrated Circuits,True,0.412515,exports
2026-03-01,LITHUANIA,8542,Electronic Integrated Circuits,True,1.287057,exports
2026-03-01,POLAND,8542,Electronic Integrated Circuits,True,58.509784,exports
2026-03-01,UKRAINE,8542,Electronic Integrated Circuits,True,1.83918,exports
2026-03-01,GEORGIA,8542,Electronic Integrated Circuits,True,0.003166,exports
2026-03-01,KAZAKHSTAN,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,KYRGYZSTAN,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,MOLDOVA,8542,Electronic Integrated Circuits,True,0.004139,exports
2026-03-01,UZBEKISTAN,8542,Electronic Integrated Circuits,True,0.05004,exports
2026-03-01,SPAIN,8542,Electronic Integrated Circuits,True,11.530617,exports
2026-03-01,PORTUGAL,8542,Electronic Integrated Circuits,True,2.373371,exports
2026-03-01,MALTA,8542,Electronic Integrated Circuits,True,0.037157,exports
2026-03-01,SAN MARINO,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,ITALY,8542,Electronic Integrated Circuits,True,12.244022,exports
2026-03-01,CROATIA,8542,Electronic Integrated Circuits,True,0.07546,exports
2026-03-01,SLOVENIA,8542,Electronic Integrated Circuits,True,0.29242,exports
2026-03-01,GREECE,8542,Electronic Integrated Circuits,True,2.825359,exports
2026-03-01,BOSNIA AND HERZEGOVINA,8542,Electronic Integrated Circuits,True,0.021799,exports
2026-03-01,MACEDONIA,8542,Electronic Integrated Circuits,True,0.00882,exports
2026-03-01,SERBIA,8542,Electronic Integrated Circuits,True,0.388365,exports
2026-03-01,ROMANIA,8542,Electronic Integrated Circuits,True,2.395903,exports
2026-03-01,BULGARIA,8542,Electronic Integrated Circuits,True,1.174397,exports
2026-03-01,TURKEY,8542,Electronic Integrated Circuits,True,7.646005,exports
2026-03-01,CYPRUS,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,EUROPE,8542,Electronic Integrated Circuits,True,587.194325,exports
2026-03-01,LEBANON,8542,Electronic Integrated Circuits,True,0.095857,exports
2026-03-01,ISRAEL,8542,Electronic Integrated Circuits,True,16.250775,exports
2026-03-01,JORDAN,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,KUWAIT,8542,Electronic Integrated Circuits,True,0.076263,exports
2026-03-01,SAUDI ARABIA,8542,Electronic Integrated Circuits,True,0.593332,exports
2026-03-01,QATAR,8542,Electronic Integrated Circuits,True,0.052738,exports
2026-03-01,UNITED ARAB EMIRATES,8542,Electronic Integrated Circuits,True,0.99971,exports
2026-03-01,OMAN,8542,Electronic Integrated Circuits,True,0.033328,exports
2026-03-01,BAHRAIN,8542,Electronic Integrated Circuits,True,0.00749,exports
2026-03-01,INDIA,8542,Electronic Integrated Circuits,True,15.037979,exports
2026-03-01,PAKISTAN,8542,Electronic Integrated Circuits,True,0.253231,exports
2026-03-01,NEPAL,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,SRI LANKA,8542,Electronic Integrated Circuits,True,0.163566,exports
2026-03-01,THAILAND,8542,Electronic Integrated Circuits,True,99.46916,exports
2026-03-01,VIETNAM,8542,Electronic Integrated Circuits,True,161.390287,exports
2026-03-01,CAMBODIA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,MALAYSIA,8542,Electronic Integrated Circuits,True,668.134445,exports
2026-03-01,SINGAPORE,8542,Electronic Integrated Circuits,True,123.719922,exports
2026-03-01,INDONESIA,8542,Electronic Integrated Circuits,True,0.324163,exports
2026-03-01,BRUNEI,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,PHILIPPINES,8542,Electronic Integrated Circuits,True,120.468499,exports
2026-03-01,MACAU,8542,Electronic Integrated Circuits,True,0.271298,exports
2026-03-01,CHINA,8542,Electronic Integrated Circuits,True,1005.53295,exports
2026-03-01,MONGOLIA,8542,Electronic Integrated Circuits,True,0.0041,exports
2026-03-01,"KOREA, SOUTH",8542,Electronic Integrated Circuits,True,195.627989,exports
2026-03-01,HONG KONG,8542,Electronic Integrated Circuits,True,189.276801,exports
2026-03-01,TAIWAN,8542,Electronic Integrated Circuits,True,349.397142,exports
2026-03-01,JAPAN,8542,Electronic Integrated Circuits,True,58.604106,exports
2026-03-01,ASIA,8542,Electronic Integrated Circuits,True,3005.785131,exports
2026-03-01,AUSTRALIA,8542,Electronic Integrated Circuits,True,6.737811,exports
2026-03-01,NEW ZEALAND,8542,Electronic Integrated Circuits,True,0.269381,exports
2026-03-01,AUSTRALIA AND OCEANIA,8542,Electronic Integrated Circuits,True,7.007192,exports
2026-03-01,MOROCCO,8542,Electronic Integrated Circuits,True,0.050249,exports
2026-03-01,ALGERIA,8542,Electronic Integrated Circuits,True,0.003447,exports
2026-03-01,TUNISIA,8542,Electronic Integrated Circuits,True,0.107571,exports
2026-03-01,LIBYA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,EGYPT,8542,Electronic Integrated Circuits,True,0.028291,exports
2026-03-01,MAURITANIA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,CAMEROON,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,GHANA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,NIGER,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,NIGERIA,8542,Electronic Integrated Circuits,True,0.0633,exports
2026-03-01,ANGOLA,8542,Electronic Integrated Circuits,True,0.0,exports
2026-03-01,LIBERIA,8542,Electronic Integrated Circuits,True,0.0,exports
